recording_file,sample_mid,is_positive,gt_length_cm,pred_length_cm,gt_weight_g,pred_weight_g,presence_prob,pred_present
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5208,1,30.0,30.54,580.0,590.0,0.979,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,239,1,24.0,23.99,280.0,273.6,0.9661,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6933,1,26.0,27.14,390.0,373.9,0.9737,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,3639,0,0.0,27.57,0.0,387.0,0.6229,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6738,1,30.0,30.0,580.0,585.9,0.9758,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9054,1,31.0,31.13,620.0,618.1,0.9748,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7207,1,26.0,26.18,390.0,382.5,0.9636,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,912,1,31.0,29.81,620.0,598.1,0.9732,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9835,1,23.0,22.58,310.0,301.9,0.9373,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7351,1,30.0,30.22,580.0,581.0,0.9697,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1112,0,0.0,30.97,0.0,529.8,0.9614,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1258,1,21.0,23.5,150.0,230.0,0.5725,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1202,1,23.0,22.55,310.0,319.8,0.9624,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9944,1,26.0,26.77,390.0,375.3,0.9806,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8414,1,21.0,20.84,150.0,147.4,0.9585,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1417,0,0.0,31.32,0.0,706.0,0.9848,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3411,1,24.0,24.1,280.0,280.4,0.9461,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6005,1,31.0,29.42,630.0,613.1,0.9815,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7738,1,30.0,30.66,580.0,584.3,0.9614,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1947,1,36.0,35.83,800.0,789.8,0.975,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8673,0,0.0,22.13,0.0,219.0,0.9297,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,3107,1,30.0,30.54,580.0,587.5,0.9673,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9536,1,21.0,20.65,150.0,149.9,0.9349,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6754,1,33.0,33.6,680.0,679.9,0.9894,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1322,0,0.0,23.15,0.0,270.7,0.9513,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3276,0,0.0,34.36,0.0,734.0,0.7656,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,733,1,24.0,23.95,280.0,271.8,0.9721,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4307,1,24.0,24.35,280.0,325.2,0.7001,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4886,1,33.0,33.12,680.0,667.1,0.9923,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8192,0,0.0,26.77,0.0,419.4,0.8848,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5517,1,30.0,29.38,556.0,548.6,0.9714,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1109,0,0.0,30.65,0.0,482.9,0.9746,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4663,1,27.0,26.86,350.0,345.3,0.9392,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6507,0,0.0,31.19,0.0,586.5,0.8177,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8411,0,0.0,29.79,0.0,514.2,0.904,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4453,1,23.0,22.71,310.0,298.8,0.9635,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7384,0,0.0,32.16,0.0,621.9,0.9585,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1838,1,36.0,35.46,800.0,796.1,0.9884,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5784,0,0.0,30.43,0.0,499.2,0.8455,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,19,0,0.0,30.83,0.0,570.5,0.7305,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2597,0,0.0,29.89,0.0,576.2,0.9009,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7000,1,26.0,26.88,390.0,402.3,0.9677,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,668,1,36.0,36.1,800.0,786.3,0.9887,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10217,1,30.0,29.19,500.0,513.4,0.9471,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9885,1,26.0,26.15,390.0,393.4,0.9253,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11357,0,0.0,19.77,0.0,144.2,0.6405,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1147,1,30.0,30.03,500.0,480.7,0.9535,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6884,1,26.0,24.98,390.0,336.2,0.9718,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5392,1,33.0,32.88,680.0,670.7,0.9901,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2883,0,0.0,31.55,0.0,611.1,0.9624,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7844,1,21.0,21.6,150.0,140.9,0.9127,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11693,1,23.0,24.38,310.0,305.8,0.9692,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9803,1,26.0,26.18,390.0,382.9,0.9676,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4884,1,30.0,31.44,580.0,595.4,0.9729,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,236,1,27.0,24.74,350.0,336.3,0.9678,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3320,1,32.0,31.18,630.0,618.0,0.9776,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1789,0,0.0,30.29,0.0,622.1,0.8277,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4543,1,33.0,32.32,680.0,671.1,0.9838,1
ARDG_AQUA bream 310gr 23 sm  281025 1233003.csv,146,1,23.0,22.7,310.0,258.6,0.9563,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6558,1,31.0,31.42,620.0,594.6,0.9758,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5207,1,32.0,31.49,630.0,625.9,0.9713,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4823,1,27.0,26.97,350.0,348.6,0.9578,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6909,1,31.0,29.39,620.0,556.7,0.9712,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3127,1,36.0,35.98,800.0,784.2,0.9725,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1551,1,31.0,30.99,630.0,614.9,0.9663,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4424,1,31.0,30.95,630.0,667.3,0.9749,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6780,1,23.0,22.86,310.0,307.8,0.9307,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1600,0,0.0,27.43,0.0,439.6,0.8421,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5925,1,23.0,23.34,310.0,301.8,0.8507,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11657,0,0.0,28.5,0.0,509.5,0.9654,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10355,1,21.0,20.72,150.0,132.2,0.9474,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3570,1,31.0,30.41,620.0,680.7,0.9876,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1390,1,30.0,29.72,556.0,542.4,0.9741,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5784,1,21.0,21.12,150.0,144.7,0.9424,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4523,1,23.0,22.68,310.0,305.8,0.9661,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9450,1,23.0,22.51,310.0,307.0,0.9732,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,8110,1,30.0,29.18,580.0,581.3,0.9791,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9971,1,33.0,31.65,680.0,673.6,0.9833,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3127,1,32.0,32.25,630.0,620.8,0.9697,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1801,0,0.0,30.1,0.0,604.6,0.9619,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4451,1,36.0,35.78,800.0,799.0,0.985,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8169,1,30.0,29.86,580.0,583.4,0.9745,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5966,1,31.0,30.96,620.0,587.6,0.9655,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7723,1,31.0,29.08,630.0,578.4,0.9719,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1831,1,30.0,30.56,500.0,521.9,0.8657,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6270,1,23.0,23.11,310.0,303.1,0.9439,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4015,1,32.0,30.28,630.0,616.3,0.9707,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7568,0,0.0,29.6,0.0,470.2,0.95,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,548,0,0.0,33.6,0.0,728.5,0.9394,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11067,1,26.0,25.7,390.0,368.4,0.972,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9212,1,30.0,30.72,580.0,586.0,0.9457,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8992,1,31.0,31.6,620.0,597.6,0.9687,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7109,1,33.0,31.75,680.0,670.2,0.9842,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2818,1,30.0,29.42,580.0,524.2,0.977,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9470,1,30.0,30.36,580.0,565.0,0.9735,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1914,0,0.0,27.78,0.0,532.6,0.9695,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7619,1,31.0,28.26,630.0,549.1,0.9316,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4946,1,32.0,31.84,630.0,669.9,0.981,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5161,1,26.0,25.28,390.0,384.6,0.9706,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9738,1,30.0,30.25,580.0,565.5,0.9772,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,3436,1,31.0,31.58,620.0,575.0,0.9771,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,1686,1,33.0,31.14,680.0,658.7,0.9834,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8537,0,0.0,26.55,0.0,418.6,0.5975,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11960,1,21.0,20.76,150.0,145.4,0.9717,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2711,0,0.0,35.02,0.0,742.8,0.9794,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,748,1,27.0,27.62,350.0,403.6,0.9765,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,898,1,30.0,30.66,500.0,526.1,0.5923,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3059,1,32.0,31.59,630.0,622.7,0.9774,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1560,0,0.0,29.1,0.0,540.2,0.7337,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8926,1,31.0,28.67,630.0,516.5,0.911,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2688,1,21.0,20.29,150.0,146.1,0.9114,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2138,1,30.0,31.04,500.0,504.6,0.976,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,664,1,26.0,25.87,390.0,376.0,0.9758,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7874,1,30.0,30.18,580.0,573.8,0.9681,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7377,1,26.0,25.83,390.0,383.7,0.9449,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6760,1,31.0,31.35,620.0,625.6,0.975,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3900,1,33.0,32.36,680.0,655.8,0.9869,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,1988,1,31.0,32.45,630.0,627.5,0.9651,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6081,1,31.0,30.53,620.0,593.3,0.9642,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8502,1,33.0,32.44,680.0,680.5,0.9859,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1322,0,0.0,33.03,0.0,760.9,0.9418,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10102,1,31.0,30.98,620.0,670.5,0.9679,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9993,1,30.0,29.75,500.0,483.7,0.9735,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2293,0,0.0,27.83,0.0,490.9,0.9176,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6510,1,26.0,25.35,390.0,371.3,0.9614,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3047,1,21.0,21.19,150.0,142.2,0.9417,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5955,0,0.0,30.81,0.0,561.9,0.9639,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8108,1,21.0,20.77,150.0,133.9,0.8939,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7463,1,31.0,31.43,620.0,603.9,0.9609,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,3489,1,30.0,29.4,580.0,563.2,0.9817,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4185,1,31.0,31.15,620.0,613.5,0.9638,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5363,0,0.0,28.72,0.0,615.3,0.9463,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5036,1,26.0,27.41,390.0,433.5,0.9763,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5243,1,31.0,29.24,620.0,594.8,0.978,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2371,0,0.0,21.63,0.0,163.4,0.8815,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,746,1,30.0,30.33,500.0,514.4,0.9366,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4729,0,0.0,30.92,0.0,537.5,0.8081,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4108,1,31.0,31.06,630.0,615.9,0.8727,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5689,0,0.0,32.32,0.0,615.4,0.8436,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5359,0,0.0,28.43,0.0,572.1,0.8826,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8648,1,31.0,32.15,620.0,618.4,0.9473,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9325,0,0.0,29.45,0.0,514.0,0.7662,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3028,1,23.0,23.16,310.0,296.0,0.9563,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6846,0,0.0,29.95,0.0,523.1,0.8424,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5530,1,30.0,30.52,580.0,560.8,0.9672,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7696,0,0.0,30.85,0.0,554.2,0.9681,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7685,1,30.0,30.84,580.0,576.2,0.9748,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1600,1,23.0,22.33,310.0,299.1,0.962,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5431,0,0.0,28.56,0.0,528.8,0.9032,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4922,0,0.0,22.76,0.0,245.3,0.5202,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,8495,1,31.0,31.31,620.0,621.1,0.9678,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8630,0,0.0,29.31,0.0,528.8,0.9795,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1008,1,27.0,26.61,350.0,345.1,0.946,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10874,0,0.0,29.41,0.0,524.9,0.8826,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7703,1,33.0,32.44,680.0,684.6,0.9881,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8579,1,23.0,22.94,310.0,298.1,0.7527,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9624,1,26.0,27.16,390.0,404.0,0.9196,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,11372,1,31.0,30.93,620.0,603.7,0.9561,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6338,1,31.0,30.58,620.0,599.6,0.8703,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3219,1,26.0,26.48,390.0,382.6,0.9764,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10082,1,30.0,30.64,556.0,563.9,0.9822,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,8016,1,26.0,26.24,390.0,395.5,0.9484,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9009,1,23.0,24.23,310.0,322.5,0.9709,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4078,0,0.0,31.43,0.0,580.0,0.8285,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3633,1,26.0,26.73,390.0,390.1,0.9727,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9438,1,31.0,30.85,620.0,630.4,0.9806,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8993,1,26.0,27.21,390.0,392.8,0.965,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2281,1,26.0,27.39,390.0,392.7,0.9606,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,62,1,27.0,27.35,340.0,331.5,0.9726,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7078,0,0.0,30.55,0.0,531.7,0.9765,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5792,1,30.0,29.22,580.0,565.0,0.9722,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11436,1,21.0,22.34,150.0,195.4,0.9395,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3772,1,30.0,30.48,500.0,511.0,0.9622,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1187,1,31.0,31.48,620.0,614.1,0.9523,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9624,1,23.0,23.25,310.0,295.6,0.9495,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4727,1,23.0,22.92,310.0,305.4,0.9656,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7426,1,33.0,32.12,680.0,656.1,0.9777,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,762,1,26.0,25.79,390.0,407.5,0.9688,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,2937,1,27.0,26.61,350.0,371.6,0.9667,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3357,1,36.0,35.84,800.0,788.5,0.987,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6002,1,23.0,23.85,310.0,307.6,0.9722,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8452,1,26.0,26.51,390.0,390.4,0.9736,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1927,0,0.0,28.9,0.0,473.2,0.9216,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,6058,1,23.0,22.4,310.0,305.4,0.963,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2309,0,0.0,35.35,0.0,775.6,0.9502,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4772,1,31.0,31.24,620.0,627.9,0.9553,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11022,0,0.0,21.11,0.0,144.2,0.6101,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2818,1,23.0,22.13,310.0,299.7,0.9482,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7282,1,21.0,20.62,150.0,150.5,0.9498,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1094,1,31.0,31.08,620.0,610.0,0.9537,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6043,0,0.0,30.74,0.0,576.0,0.9761,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1359,0,0.0,24.02,0.0,252.5,0.686,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4981,1,30.0,29.27,580.0,473.9,0.9764,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,8184,1,26.0,26.56,390.0,373.1,0.9702,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6137,1,31.0,31.21,630.0,618.5,0.9865,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1697,1,30.0,29.38,500.0,497.2,0.9726,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1951,0,0.0,27.48,0.0,441.1,0.8522,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,394,1,21.0,21.41,150.0,147.9,0.9352,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,89,1,33.0,34.15,680.0,794.5,0.9908,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,897,0,0.0,34.28,0.0,722.5,0.9475,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5089,1,33.0,32.78,680.0,622.6,0.9887,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,4360,0,0.0,30.13,0.0,580.3,0.9409,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1321,0,0.0,23.26,0.0,281.8,0.936,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4169,1,23.0,23.11,310.0,292.7,0.9654,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,536,1,30.0,29.85,500.0,524.2,0.9659,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2376,1,30.0,29.72,580.0,557.8,0.9771,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6627,0,0.0,29.68,0.0,518.0,0.9175,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,4438,1,32.0,32.22,630.0,620.1,0.9632,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,7716,1,31.0,30.42,620.0,618.0,0.955,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5259,0,0.0,31.43,0.0,556.3,0.8586,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,941,1,26.0,26.35,390.0,383.2,0.9582,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1633,1,30.0,31.42,556.0,586.9,0.9587,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6677,1,26.0,26.26,390.0,374.4,0.9459,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6625,0,0.0,30.16,0.0,520.2,0.9454,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6395,1,21.0,20.86,150.0,148.2,0.7678,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3165,1,33.0,31.04,680.0,656.8,0.9844,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,45,1,30.0,29.03,580.0,561.7,0.9779,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10151,1,31.0,30.74,620.0,613.8,0.9703,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1956,1,23.0,23.14,310.0,302.0,0.787,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3201,0,0.0,34.42,0.0,759.2,0.9797,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11168,0,0.0,30.15,0.0,550.9,0.9484,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5682,1,31.0,29.14,620.0,544.9,0.815,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5435,0,0.0,29.62,0.0,559.1,0.954,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,98,1,30.0,29.31,556.0,542.2,0.9662,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3890,0,0.0,33.6,0.0,688.2,0.9057,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3737,1,36.0,35.62,800.0,788.4,0.9796,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1802,0,0.0,29.77,0.0,615.2,0.9583,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,7860,1,31.0,31.27,630.0,618.6,0.9707,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5113,1,23.0,22.79,310.0,302.5,0.9282,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11069,1,31.0,31.11,630.0,652.6,0.9654,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11306,1,26.0,26.16,390.0,399.1,0.9683,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,649,1,31.0,30.75,620.0,604.2,0.9727,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,765,1,30.0,30.02,580.0,591.4,0.9656,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9670,1,26.0,25.2,390.0,323.4,0.9795,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1711,1,30.0,30.05,580.0,580.2,0.9807,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2664,0,0.0,21.73,0.0,165.7,0.7435,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10567,1,30.0,29.01,500.0,490.4,0.967,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3191,1,32.0,31.21,630.0,604.6,0.9753,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4726,1,31.0,29.99,630.0,620.4,0.9836,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,6604,0,0.0,27.06,0.0,469.3,0.8928,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1707,0,0.0,31.2,0.0,537.9,0.6663,1
